1491424689533034:0.04062435:-1.7389406:0.6074333
1491424707086836:0.026879296:-0.005678922:0.49036026
1491424726684492:-0.012600079:0.0015758127:0.5226822
1491424746581992:-0.023173034:-0.0140082985:0.52986336
1491424766824128:-0.0016784817:-0.0021796077:0.51728153
1491424787357513:-0.002949819:-0.0122876465:0.492136
1491424806719857:3.6656857E-4:-0.010914028:0.521451
1491424826549440:-0.011513606:0.011299469:0.4855404
1491424846404336:0.0014205873:0.0035634562:0.49390507
1491424866364544:0.0054692626:-0.0042113513:0.51125526
1491424886728867:-5.4612756E-4:-3.080815E-4:0.49925995
1491424906522044:-0.0077959597:6.243363E-4:0.4884653
1491424926371575:-0.017885908:0.016634561:0.4974289
1491424946435430:-0.006521806:0.024462432:0.501606
1491424966933502:-0.00842908:0.012400746:0.49083042
1491424986548242:-0.009241611:-0.004212439:0.514164
1491425006346107:-0.01918888:-0.010742627:0.5590372
1491425025978138:-0.038481757:0.008482613:0.6607504
1491425046185482:0.00817728:0.33175522:0.5230799
1491425066120794:0.0012239665:3.016373:0.31038284
1491425086153711:0.100582935:2.53355:0.56517506
1491425105991940:-0.9661825:-3.3043206:0.27830124
1491425126018346:0.5409181:-0.8831871:0.39294815
1491425146565846:-0.03324847:0.0589747:0.56954384
1491425166080221:-0.014166966:0.055437975:0.50793743
1491425186014648:-0.0323295:0.061875045:0.51213264
1491425205984544:-0.48381037:0.12235914:0.57024574
1491425225953450:-0.35510546:-3.670495:0.7400141
1491425245655325:1.6835966:2.0225291:0.27019882
1491425265838711:0.098843426:0.8968305:0.43497753
1491425285803190:0.6285385:0.71269137:0.43531704
1491425305749700:0.67923003:0.15515882:0.5733967
1491425326199544:0.3216895:-0.3666221:0.39380646
1491425345663607:-0.16408876:0.11658342:0.07701874
1491425365653398:0.22265607:0.2989854:0.6249485
1491425385492617:1.1481566:0.07611809:0.5953951
1491425405511627:0.8652743:0.20430748:0.71256256
1491425425487044:1.3386699:0.596245:0.6382179
1491425445416419:1.9990196:1.5925275:0.5333929
1491425465352461:1.5788277:0.28700942:0.6637287
1491425485344492:0.5642131:0.5825057:0.6438303
1491425505761888:0.26855677:0.68609905:0.49250126
1491425524959075:0.555814:0.5529569:0.76266
1491425545213919:-0.016286707:0.51977336:0.46542072
1491425565111575:0.6722797:1.022016:0.6144104
1491425585063867:1.2430489:-0.008088186:0.49739552
1491425605081471:0.6896392:0.6310485:0.63103104
1491425625087877:0.45693034:0.6839849:0.6420622
1491425644818034:-0.30756557:0.13059375:0.5993891
1491425664487044:0.20576213:0.5906134:0.31802273
1491425685171159:0.0074769855:0.13761032:0.12315464
1491425704405273:-0.08914927:-0.21873654:0.47169685
1491425724518711:-0.49608618:0.75288653:0.24012661
1491425744573763:-0.20775932:-0.23087484:0.8161459
1491425764547305:-1.7374434:-0.7241585:0.23028278
1491425784358919:-2.120886:-0.45804834:1.1330338
1491425804381575:-0.577621:1.2920874:-3.0644054
1491425824378919:-0.8461642:0.19686675:1.5014248
1491425844359492:-1.2876095:-0.0051966906:1.1255426
1491425864769857:-1.2510273:-0.026249975:1.1261349
1491425884251680:-0.7830835:-0.038544178:0.6273117
1491425904273919:-0.503759:-0.0024353266:0.3616991
1491425923969388:0.06488249:0.8648999:0.54049206
1491425944169596:0.22539958:1.1917719:0.3924303
1491425964198398:-0.63211584:0.2969645:0.3078165
1491425984073607:-1.3214992:0.4692511:0.5117836
1491426003844700:-0.7473683:-0.10144311:0.44619846
1491426024011263:-0.7042688:-0.72140515:0.7610264
1491426044490065:-1.4358493:0.101729065:0.38370132
1491426063956940:-0.6937832:1.0911025:0.64834404
1491426083930950:-0.52421963:0.2861511:0.5802574
1491426103813658:-1.1809654:0.26179785:0.48741055
1491426123787252:-1.2685941:-0.5945836:0.71599007
1491426143480481:-1.2914646:-0.5226197:0.54915524
1491426163707564:-1.0019101:-0.09266335:0.48590946
1491426183637668:-0.12674636:-0.21349731:0.5966234
1491426203488658:-0.21754366:-0.019878268:0.5544481
1491426224122564:-1.1415772:-0.6263628:0.5279503
1491426243522512:-1.4639132:-0.4262278:0.40264702
1491426263527356:-0.74270666:-0.4653926:0.4361105
1491426283404700:-1.0541644:-0.5012909:0.36440372
